#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000454272	1506	400	0.39974	6.094242668151854	1	1	coding
ENST00000673477	4098	649	0.45494	9.30377101898193	1	1	coding
ENST00000308647	2114	543	0.42103	9.237755393981931	1	1	coding
ENST00000472194	4314	603	0.45701	9.171095085144042	1	1	coding
ENST00000485748	3233	202	0.43024	7.52010555267334	1	0.997164	coding
ENST00000474481	3367	178	0.31998	8.866868782043458	1	0.743286	coding
ENST00000479659	4247	600	0.39173	8.176670265197757	1	1	coding
ENST00000489635	3034	855	0.40134	8.364531135559083	1	1	coding
ENST00000355826	3206	1000	0.39111	8.719107246398927	1	1	coding
ENST00000505820	3248	1014	0.39111	8.80755786895752	1	1	coding
ENST00000511502	3326	673	0.37515	8.938106346130372	1	1	coding
ENST00000477990	2821	122	0.27469	5.10228862762451	1	0.56532	coding
ENST00000487053	3252	817	0.39452	8.24287929534912	1	1	coding
ENST00000378712	2890	754	0.39576	7.41046314239502	1	1	coding
ENST00000507082	1578	55	0.33296000000000003	6.707308006286621	1	0.0203479	noncoding
ENST00000463492	486	47	0.34931	7.776192665100098	1	0.0143668	noncoding
ENST00000504599	3311	970	0.39111	8.38735294342041	1	1	coding
ENST00000470373	546	97	0.3388	9.007667732238769	1	0.127375	noncoding
ENST00000647043	2078	247	0.3711199999999999	7.687041664123536	1	0.998619	coding
BambuTx5	3896	254	0.34331999999999996	8.267570686340335	1	0.995731	coding
ENST00000475229	1259	74	0.27978000000000003	6.823941612243652	1	0.0484872	noncoding
BambuTx6	2225	267	0.35004	8.277498817443853	1	0.998227	coding
ENST00000246421	1430	267	0.38203	8.277498817443853	1	0.99952	coding
ENST00000610897	3145	341	0.33359	5.603949546813964	1	0.999995	coding
ENST00000378609	3163	341	0.32987	5.603949546813964	1	0.999994	coding
BambuTx7	2933	341	0.33943	5.603949546813964	1	0.999996	coding
ENST00000378567	2385	593	0.44007	5.48583812713623	1	1	coding
ENST00000484419	519	99	0.3293	7.668966865539551	1	0.132355	noncoding
ENST00000400921	2294	410	0.44778	4.64581470489502	1	1	coding
ENST00000461106	1916	489	0.40992	5.611907005310059	1	1	coding
ENST00000481140	713	95	0.3147	4.435510444641113	-1	0.0550367	noncoding
ENST00000503672	1213	161	0.39612000000000003	9.56048412322998	1	0.892582	coding
ENST00000478770	1542	348	0.46016	5.13400478363037	1	1	coding
ENST00000505322	1859	458	0.48203	5.587920951843262	1	1	coding
ENST00000378531	1645	498	0.41038	6.644898796081543	1	1	coding
ENST00000606372	1960	464	0.36117	7.3213396072387695	1	1	coding
ENST00000378529	1500	351	0.369	6.0559900283813475	1	0.999999	coding
ENST00000469374	1907	136	0.35025	8.790473747253419	1	0.5	coding
ENST00000449373	4764	178	0.30229999999999996	10.062177085876463	1	0.537329	coding
ENST00000378525	1648	201	0.34113	8.864805793762208	1	0.9332	coding
ENST00000607031	3138	117	0.30615000000000003	11.165295600891112	1	0.137255	noncoding
ENST00000687743	733	30	0.38414	8.494821739196777	1	0.00848199	noncoding
ENST00000606861	2917	136	0.34003000000000005	9.00831241607666	1	0.440399	noncoding
ENST00000321399	2226	149	0.28055	9.771875953674314	1	0.261899	noncoding
ENST00000413472	561	45	0.41273	4.651157569885254	1	0.0469498	noncoding
ENST00000453118	1697	88	0.31277000000000005	10.517904090881348	1	0.0757054	noncoding
ENST00000445317	4247	149	0.30866000000000005	9.771875953674314	1	0.366357	noncoding
ENST00000670730	2282	88	0.35555	10.517904090881348	1	0.114653	noncoding
ENST00000321336	664	158	0.3960999999999999	11.70380001068115	1	0.74257	coding
ENST00000702683	440	21	0.35170999999999997	11.999967765808105	1	0.0111502	noncoding
ENST00000378295	5192	637	0.42059	6.47165355682373	1	1	coding
ENST00000354437	2140	500	0.44884	6.8308191299438485	1	1	coding
ENST00000346387	4854	541	0.40009	6.259246253967285	1	1	coding
ENST00000378288	5120	588	0.42059	7.970564842224121	1	1	coding
ENST00000603364	1551	351	0.45435	8.737029457092284	1	1	coding
ENST00000604194	1092	100	0.3739	9.390480995178224	1	0.219923	noncoding
ENST00000418088	3697	159	0.33265	4.822015571594237	1	0.940192	coding
ENST00000648479	3719	202	0.33265	5.928841209411621	1	0.986065	coding
ENST00000452079	6358	202	0.31616999999999995	5.928841209411621	1	0.978948	coding
ENST00000648600	3088	202	0.34474000000000005	5.928841209411621	1	0.989938	coding
ENST00000423764	3525	202	0.30955	5.928841209411621	1	0.975506	coding
ENST00000650039	2307	202	0.37373000000000006	5.928841209411621	1	0.995516	coding
ENST00000648935	3237	117	0.28122	11.550494194030762	1	0.102687	noncoding
ENST00000675966	7766	629	0.33595	8.537112998962403	1	1	coding
ENST00000378230	6431	926	0.3965	7.54323902130127	1	1	coding
ENST00000674623	6559	962	0.3965	7.535054206848145	1	1	coding
ENST00000674879	7030	527	0.30781000000000003	8.864741325378418	1	0.999999	coding
ENST00000674985	6435	527	0.36009	8.864741325378418	1	1	coding
ENST00000675108	6700	672	0.36009	6.613409996032716	1	1	coding
ENST00000675200	6344	678	0.40859	7.961410331726074	1	1	coding
ENST00000675666	6363	965	0.37395	6.796317863464354	1	1	coding
ENST00000675677	6233	860	0.38264	8.443053627014162	1	1	coding
ENST00000676009	6394	738	0.36009	7.0291872024536115	1	1	coding
ENST00000676052	6449	932	0.3965	7.536020469665529	1	1	coding
ENST00000675334	4953	859	0.40154	7.109216499328612	1	1	coding
ENST00000675375	5326	868	0.39546	7.546194648742676	1	1	coding
ENST00000428079	3152	894	0.4715	6.5789087295532225	1	1	coding
ENST00000461667	3328	867	0.43365	6.337229347229004	1	1	coding
ENST00000460696	3967	96	0.34160999999999997	5.096775245666502	1	0.28415	noncoding
ENST00000378161	4370	158	0.34380999999999995	9.117779731750488	1	0.682107	coding
ENST00000478423	4467	915	0.44218	8.417975425720218	1	1	coding
ENST00000378156	4955	1427	0.50048	8.402567481994634	1	1	coding
ENST00000489180	5548	912	0.4081999999999999	8.555937767028809	1	1	coding
ENST00000378169	4213	914	0.4467199999999999	8.417975425720218	1	1	coding
ENST00000468253	781	81	0.26552000000000003	9.359471702575682	-1	0.165671	noncoding
ENST00000470763	3156	171	0.27115	10.888855171203613	1	0.267897	noncoding
ENST00000622020	3004	912	0.46845	8.555937767028809	1	1	coding
ENST00000466897	1192	137	0.35545	8.709501457214355	1	0.543244	coding
ENST00000608083	1403	339	0.4606499999999999	6.804218482971191	1	1	coding
ENST00000361521	1806	371	0.47753	6.836957740783691	1	1	coding
ENST00000377855	1614	381	0.45317	8.854619789123536	1	1	coding
ENST00000645284	3543	855	0.45919	6.469379997253417	1	1	coding
ENST00000636330	4731	1363	0.41362	6.169326972961425	1	1	coding
ENST00000461727	1339	289	0.43792	7.73211498260498	1	0.999987	coding
ENST00000633239	1494	211	0.4615	8.705439949035647	1	0.99888	coding
ENST00000434576	747	88	0.41392	7.951869010925293	1	0.212452	noncoding
ENST00000468561	661	107	0.29152999999999996	8.511390113830569	1	0.115616	noncoding
ENST00000356876	1968	418	0.34511000000000003	6.012792396545408	1	1	coding
ENST00000473343	1591	178	0.4202	4.9643404006958	1	0.996817	coding
ENST00000513135	3483	178	0.36085	4.9643404006958	1	0.987978	coding
ENST00000414040	1198	230	0.41545	5.243817710876464	1	0.999857	coding
ENST00000475730	477	119	0.40555	6.070256614685058	-1	0.0611773	noncoding
ENST00000469691	801	134	0.43953	5.6778970718383786	-1	0.087455	noncoding
ENST00000453341	798	47	0.32304	11.999967765808105	1	0.0239122	noncoding
ENST00000490738	538	51	0.37213	8.739930534362792	1	0.0236444	noncoding
ENST00000303635	8314	1674	0.44236	7.294000053405762	1	1	coding
ENST00000476163	863	51	0.38604	8.739930534362792	1	0.0266099	noncoding
ENST00000473578	567	81	0.39752	9.46100940704346	1	0.139424	noncoding
ENST00000476864	6282	1561	0.43974	6.983829689025879	1	1	coding
ENST00000461311	431	25	0.43754	4.133468055725097	1	0.0212044	noncoding
BambuTx1012	3335	155	0.28751	11.999967765808105	1	0.16448	noncoding
BambuTx12	1592	50	0.33203	10.37536449432373	1	0.0256092	noncoding
ENST00000710284	4288	573	0.34615	9.29783992767334	1	1	coding
ENST00000710285	4575	686	0.34615	9.28559093475342	1	1	coding
ENST00000700424	3102	592	0.36913	9.232984733581542	1	1	coding
ENST00000377532	6365	1211	0.36338	6.387588691711425	1	1	coding
ENST00000614998	6261	1192	0.36613	6.32409954071045	1	1	coding
ENST00000361923	6203	1202	0.36613	6.4386301040649405	1	1	coding
ENST00000493678	1088	190	0.47279	6.329215049743653	1	0.997833	coding
ENST00000338639	1127	190	0.47774000000000005	6.329215049743653	1	0.997831	coding
ENST00000471889	2496	749	0.39867	7.150197410583496	1	1	coding
ENST00000289877	2401	749	0.38307	7.150197410583496	1	1	coding
ENST00000635687	4211	134	0.30989	6.888851737976076	1	0.438433	noncoding
ENST00000635405	4457	124	0.30408	8.614152717590333	1	0.216978	noncoding
ENST00000340381	3815	667	0.39398	9.423230934143067	1	1	coding
ENST00000340305	3851	393	0.40690999999999994	9.05350475311279	1	1	coding
ENST00000416541	3447	484	0.40018	10.05624599456787	1	1	coding
ENST00000377298	4760	982	0.43652	4.810420417785645	1	1	coding
BambuTx16	4577	953	0.44944	4.880730247497559	1	1	coding
ENST00000435891	3829	615	0.44917	4.668834495544433	1	1	coding
ENST00000361311	4647	972	0.43652	4.825710105895996	1	1	coding
ENST00000377263	3006	107	0.32617000000000007	8.790925025939941	1	0.158297	noncoding
ENST00000400904	1206	82	0.4562	5.333566474914551	1	0.33735	noncoding
ENST00000377093	7800	1154	0.39339	8.660956764221194	1	1	coding
ENST00000676179	10855	1817	0.4110700000000001	5.418768119812011	1	1	coding
ENST00000263934	6816	1771	0.44416	5.386654090881348	1	1	coding
ENST00000377086	10669	1817	0.41259	5.418768119812011	1	1	coding
ENST00000620295	8624	1810	0.4349499999999999	5.383925819396972	1	1	coding
ENST00000400900	1469	165	0.31325000000000003	7.645833396911621	1	0.703491	coding
ENST00000470413	626	78	0.42839	4.897384071350097	1	0.308342	noncoding
ENST00000602787	571	139	0.4804900000000001	5.827440452575684	1	0.944313	coding
BambuTx18	1571	123	0.31164000000000003	10.342098808288572	1	0.193394	noncoding
ENST00000602296	1326	144	0.34993	9.761432075500489	1	0.542608	coding
ENST00000465026	494	72	0.40095	9.8279634475708	1	0.102326	noncoding
ENST00000377022	7934	1760	0.45895	6.59482364654541	1	1	coding
ENST00000344008	4405	1167	0.45893	8.435446357727052	1	1	coding
ENST00000496432	3279	1031	0.4482	8.47625484466553	1	1	coding
ENST00000703139	3388	570	0.44098	8.041609001159667	1	1	coding
ENST00000376838	4017	755	0.43946	7.689315223693849	1	1	coding
ENST00000361445	8721	2550	0.4846	6.730896186828613	1	1	coding
ENST00000703141	9013	1591	0.4652	6.192971992492676	1	1	coding
ENST00000703131	4193	328	0.39846999999999994	6.319950294494629	1	0.999999	coding
ENST00000703132	3188	682	0.43672	8.830444145202637	1	1	coding
ENST00000376592	8378	680	0.36992	5.2647912979125975	1	1	coding
ENST00000376590	7018	657	0.38564	5.223810386657713	1	1	coding
ENST00000376583	7044	698	0.38564	5.465319252014161	1	1	coding
ENST00000376585	8094	698	0.37178	5.465319252014161	1	1	coding
ENST00000641437	1911	180	0.33858	7.005712699890137	1	0.92437	coding
ENST00000418034	1034	143	0.32567	5.947370719909667	-1	0.112483	noncoding
ENST00000642002	549	97	0.32762	8.800079536437988	1	0.112338	noncoding
ENST00000312413	5631	848	0.37107	6.951886177062988	1	1	coding
ENST00000346436	5589	870	0.37293	6.385087776184082	1	1	coding
ENST00000376497	814	123	0.30717	4.940922737121581	1	0.598261	coding
ENST00000400892	3993	499	0.37107	5.718991661071779	1	1	coding
ENST00000196061	2976	728	0.49522	6.464946556091308	1	1	coding
ENST00000481933	2339	245	0.38072000000000006	9.14388942718506	1	0.9973	coding
ENST00000235332	1541	389	0.42646	8.682295799255371	1	1	coding
ENST00000466860	1709	88	0.3417	8.418749046325686	1	0.0914839	noncoding
ENST00000498685	1392	155	0.37381	10.221478462219238	1	0.747646	coding
ENST00000460823	955	67	0.32112	6.69486026763916	1	0.035232	noncoding
ENST00000478299	595	98	0.33503	8.614023780822755	1	0.126751	noncoding
ENST00000294489	3104	239	0.38761	5.250069999694824	1	0.999832	coding
ENST00000376057	2801	237	0.38761	5.250069999694824	1	0.99981	coding
ENST00000621990	2737	163	0.38685	4.3699750900268555	1	0.990101	coding
ENST00000428417	1942	254	0.42462000000000005	5.398988151550292	1	0.999972	coding
ENST00000400796	1842	254	0.44374	5.398988151550292	1	0.99998	coding
ENST00000376008	1971	254	0.38471	5.398988151550292	1	0.999917	coding
ENST00000546424	4463	422	0.33209	5.426270866394042	1	1	coding
ENST00000333868	2808	417	0.35045	5.7261533737182635	1	1	coding
ENST00000348549	1621	267	0.3804	5.103709602355956	1	0.999969	coding
ENST00000400777	1878	261	0.36573	5.647886085510254	1	0.999868	coding
ENST00000469637	725	47	0.33921	10.834250450134276	-1	0.178042	noncoding
ENST00000673875	3123	704	0.43932	8.764557456970216	-1	0.991599	coding
ENST00000375759	12385	3665	0.4724600000000001	7.348451805114746	1	1	coding
ENST00000438066	13500	3624	0.49346	7.714551734924316	1	1	coding
ENST00000704274	8040	2144	0.48017	6.052181816101075	1	1	coding
ENST00000475078	490	41	0.44194	11.69960956573486	1	0.0496909	noncoding
ENST00000401089	3447	134	0.29514	11.368757820129392	1	0.163822	noncoding
ENST00000401088	3480	153	0.29928	8.920828819274902	1	0.408683	noncoding
ENST00000263511	5368	288	0.3992	10.7557279586792	1	0.999422	coding
ENST00000591348	1695	288	0.44704999999999995	10.7557279586792	1	0.999935	coding
ENST00000591316	1563	63	0.39158	11.711923027038573	1	0.0593857	noncoding
ENST00000590118	574	117	0.4389700000000001	5.720185279846191	-1	0.0661837	noncoding
ENST00000589964	255	36	0.41455	5.045847511291503	-1	0.0160323	noncoding
ENST00000361221	4625	1280	0.43702	5.621455955505371	1	1	coding
ENST00000375415	4035	1241	0.46976	5.439571189880371	1	1	coding
ENST00000469726	4585	1041	0.44669999999999993	6.4970605850219725	1	1	coding
ENST00000375408	3685	1053	0.43804	6.633644676208497	1	1	coding
ENST00000466782	482	77	0.37104	8.858681297302244	-1	0.0937116	noncoding
ENST00000495593	2261	304	0.32294	6.78995189666748	1	0.999764	coding
ENST00000437898	665	62	0.31126	9.976692008972169	1	0.0328834	noncoding
ENST00000690421	303	43	0.37459	11.5473352432251	1	0.0257978	noncoding
BambuTx826	1211	55	0.32505	11.71785411834717	1	0.0307796	noncoding
ENST00000477853	6640	994	0.42185000000000006	7.377098655700683	1	1	coding
ENST00000690732	6478	940	0.40613	7.676696968078614	1	1	coding
ENST00000688918	4034	397	0.39661	9.071620368957518	1	0.999999	coding
ENST00000693007	4889	362	0.38859999999999995	9.326206016540528	1	0.999993	coding
ENST00000688667	5475	900	0.44712	7.977269554138184	1	1	coding
ENST00000690451	6928	659	0.3405	8.706922721862792	1	1	coding
ENST00000480380	3892	76	0.34936	9.205198860168458	1	0.0635067	noncoding
ENST00000692400	2334	99	0.34931	6.57299747467041	1	0.202676	noncoding
ENST00000689748	1517	131	0.32862	9.617022895812989	1	0.319463	noncoding
ENST00000475079	557	76	0.38519	7.8589056015014656	1	0.0848654	noncoding
ENST00000375153	2175	292	0.39114	8.233015632629396	1	0.999915	coding
ENST00000375155	1805	292	0.40247	8.233015632629396	1	0.999946	coding
ENST00000400548	1548	227	0.4530499999999999	8.546203041076662	1	0.999483	coding
ENST00000497827	1428	181	0.4071	9.716239738464353	1	0.965846	coding
ENST00000432465	844	112	0.43198	9.809654426574706	1	0.604679	coding
ENST00000321556	2657	582	0.42601	9.43045139312744	1	1	coding
ENST00000492302	3821	208	0.34584000000000004	7.027254676818846	1	0.984007	coding
ENST00000400490	1658	275	0.42848	6.514794349670409	1	0.999983	coding
ENST00000438032	6406	554	0.35961	9.685681724548338	1	1	coding
ENST00000312239	3884	554	0.39696	9.685681724548338	1	1	coding
BambuTx23	3807	516	0.38144	9.768845939636227	1	1	coding
ENST00000375003	4822	402	0.33061	10.098408317565916	1	0.999858	coding
ENST00000417710	572	124	0.4291799999999999	4.492974662780762	-1	0.0858347	noncoding
ENST00000487117	1598	118	0.35885999999999996	4.492690467834472	1	0.743424	coding
ENST00000415912	5099	755	0.41755	5.554783821105956	1	1	coding
ENST00000374893	5067	771	0.4159	5.611509132385254	1	1	coding
ENST00000649812	3153	843	0.46779	5.573483848571777	1	1	coding
ENST00000374763	3334	749	0.45091	5.7662248611450195	1	1	coding
ENST00000374761	3318	695	0.46371	5.659992790222168	1	1	coding
ENST00000471600	3238	603	0.4664	5.7477521896362305	1	1	coding
ENST00000374765	3322	664	0.47140999999999994	5.55211238861084	1	1	coding
ENST00000611549	4294	618	0.45044	6.224290275573731	1	1	coding
ENST00000542643	3426	682	0.47218999999999994	5.573370170593261	1	1	coding
ENST00000495204	2489	728	0.46221	5.806296348571778	1	1	coding
ENST00000308271	4419	1036	0.46066	5.74905948638916	1	1	coding
ENST00000400301	4309	984	0.4389100000000001	5.339420890808105	1	1	coding
ENST00000374732	3037	522	0.4047	5.104732704162596	1	1	coding
ENST00000464577	2089	155	0.34130000000000005	5.1008108139038075	1	0.924341	coding
ENST00000421625	2818	486	0.38004	6.026888465881346	1	1	coding
ENST00000374695	14341	4392	0.42026	6.055080604553221	1	1	coding
ENST00000486901	3586	409	0.36402	6.0128492355346665	1	1	coding
ENST00000344548	2297	192	0.35272000000000003	6.156765556335448	1	0.98305	coding
ENST00000667384	6035	167	0.3174	5.706657600402832	1	0.904781	coding
ENST00000315554	1435	192	0.44706	5.763894462585449	1	0.998376	coding
ENST00000656825	10503	192	0.28883000000000003	6.156765556335448	1	0.932412	coding
ENST00000695798	2824	192	0.36113	6.156765556335448	1	0.986469	coding
ENST00000695799	3962	192	0.2743300000000001	6.156765556335448	1	0.919301	coding
ENST00000695800	3797	192	0.2903	6.156765556335448	1	0.933873	coding
ENST00000695801	3848	176	0.35657	6.2946569442749025	1	0.958617	coding
ENST00000695802	2635	192	0.36181	6.156765556335448	1	0.986714	coding
ENST00000302291	8412	1077	0.34203	8.668499565124513	1	1	coding
ENST00000471849	1190	273	0.50725	5.415357780456542	-1	0.614909	coding
ENST00000475164	613	74	0.37273	6.997925758361816	1	0.0709491	noncoding
ENST00000450454	1719	349	0.41797	9.321822166442873	1	0.999997	coding
ENST00000476978	1659	336	0.44421	9.331427955627444	1	0.999998	coding
ENST00000374601	1197	155	0.4254599999999999	9.813135719299318	1	0.926018	coding
ENST00000461794	713	118	0.42487	9.926084327697756	1	0.640118	coding
ENST00000374602	575	112	0.45613	10.00763683319092	1	0.728669	coding
ENST00000374399	5372	407	0.35929	8.096278190612793	1	0.999999	coding
ENST00000488155	931	69	0.39313	6.06372013092041	1	0.0839152	noncoding
ENST00000358028	1757	227	0.39587000000000006	9.263542747497556	1	0.99594800000000006	coding
ENST00000339255	1676	369	0.43264	8.982847404479983	1	1	coding
ENST00000432012	2714	131	0.31373999999999996	7.663510322570801	1	0.347337	noncoding
ENST00000374332	3561	631	0.42432	7.013783836364746	1	1	coding
ENST00000611903	4647	573	0.37207	8.922376060485842	1	1	coding
ENST00000473891	3420	186	0.27955	4.736302375793457	1	0.975597	coding
ENST00000496532	769	86	0.32569	8.611316108703615	1	0.0724064	noncoding
ENST00000374296	3023	347	0.42569	6.985762214660644	1	1	coding
ENST00000675840	2685	347	0.43727	6.985762214660644	1	1	coding
ENST00000448923	1468	103	0.33897999999999995	11.130676078796387	1	0.140224	noncoding
BambuTx24	1212	66	0.35217	9.149111366271974	1	0.0426673	noncoding
ENST00000433939	1394	90	0.32025	8.737545204162597	1	0.0805324	noncoding
ENST00000407889	694	64	0.37182	11.554555702209472	1	0.0528378	noncoding
ENST00000414762	447	128	0.36884000000000006	10.379941749572756	-1	0.175845	noncoding
ENST00000648649	1060	103	0.30011	11.130676078796387	1	0.0957878	noncoding
ENST00000451429	3934	762	0.43286	5.684206199645996	1	1	coding
ENST00000252992	3935	763	0.42821	5.684206199645996	1	1	coding
ENST00000453146	2821	194	0.44297	5.078529930114745	1	0.999112	coding
ENST00000469609	2384	195	0.3985	5.078529930114745	1	0.998211	coding
ENST00000491670	941	120	0.44773	4.812978172302246	-1	0.0869194	noncoding
ENST00000324856	8595	2286	0.41502	6.236112785339355	1	1	coding
ENST00000374152	6460	1903	0.46747	6.273058128356933	1	1	coding
ENST00000636219	7058	1902	0.42655	6.273058128356933	1	1	coding
ENST00000263980	4737	816	0.44012	6.742036628723145	1	1	coding
ENST00000374089	3165	320	0.39403	7.188506889343262	1	0.999994	coding
ENST00000490329	660	59	0.3887199999999999	9.30112781524658	-1	0.0872421	noncoding
ENST00000374086	2183	556	0.4105	7.004234886169433	1	1	coding
ENST00000357582	4438	1289	0.47672	6.703499794006347	1	1	coding
ENST00000374040	4309	1281	0.47672	6.792964363098144	1	1	coding
ENST00000470890	956	127	0.39987	7.946518135070801	1	0.661382	coding
ENST00000479574	862	209	0.4436	6.058320426940917	1	0.999335	coding
BambuTx27	1043	197	0.46520000000000006	5.725016593933106	1	0.998969	coding
ENST00000373842	1829	209	0.38271	6.058320426940917	1	0.997462	coding
ENST00000398997	1106	209	0.45883	6.058320426940917	1	0.999428	coding
ENST00000398958	2715	422	0.37109	7.180549430847169	1	1	coding
ENST00000683442	2551	422	0.39423	7.180549430847169	1	1	coding
ENST00000373833	2844	422	0.37783	7.180549430847169	1	1	coding
ENST00000373832	2424	476	0.39106	8.74141330718994	1	1	coding
BambuTx28	2367	439	0.3772	8.291681861877443	1	1	coding
ENST00000373831	1577	453	0.4471099999999999	8.440345954895022	1	1	coding
ENST00000464612	719	63	0.42709	4.629729270935059	1	0.161097	noncoding
ENST00000461448	1644	65	0.31624	8.940814018249515	1	0.0311815	noncoding
ENST00000461832	1082	85	0.34675	7.701706123352051	1	0.0861593	noncoding
ENST00000481368	1800	65	0.26999	8.940814018249515	1	0.0309183	noncoding
ENST00000531126	728	77	0.39465	10.070880317687989	1	0.119695	noncoding
ENST00000692541	639	63	0.32718	4.629729270935059	1	0.0656857	noncoding
ENST00000470977	1104	85	0.36969	7.701706123352051	1	0.110747	noncoding
ENST00000648127	1871	63	0.33261999999999997	4.629729270935059	1	0.0666877	noncoding
ENST00000475441	524	63	0.42311	4.629729270935059	1	0.156554	noncoding
ENST00000474814	1903	85	0.33014	7.701706123352051	1	0.0736331	noncoding
ENST00000464115	712	50	0.33744	11.999967765808105	1	0.0257542	noncoding
ENST00000647103	5772	602	0.41066	6.2009294509887685	1	1	coding
ENST00000647918	4401	509	0.43646	8.530795097351074	1	1	coding
ENST00000646260	2501	675	0.4817	5.531479835510253	-1	0.9996	coding
ENST00000644600	5595	788	0.4215	5.89769344329834	1	1	coding
ENST00000649674	4603	782	0.45214	5.539380455017089	1	1	coding
ENST00000643173	5496	767	0.4215	5.810502433776856	1	1	coding
ENST00000343067	6031	865	0.42204	5.417290306091308	1	1	coding
ENST00000648891	3124	482	0.40594	5.2053945541381825	1	1	coding
ENST00000643604	5432	783	0.4215	5.949019050598144	1	1	coding
ENST00000460378	5212	136	0.32076000000000005	9.58433742523193	1	0.328785	noncoding
